codigo,municipio,departamento
73870,villahermosa,tolima
73873,villarrica,tolima
76001,cali,valle
76020,alcala,valle
76036,andalucia,valle
76041,ansermanuevo,valle
76054,argelia,valle
76100,bolivar,valle
76109,buenaventura,valle
76111,guadalajara_de_buga,valle
76113,bugalagrande,valle
76122,caicedonia,valle
76126,calima,valle
76130,candelaria,valle
76147,cartago,valle
76233,dagua,valle
76243,el_aguila,valle
76246,el_cairo,valle
76248,el_cerrito,valle
76250,el_dovio,valle
76275,florida,valle
76306,ginebra,valle
76318,guacari,valle
76364,jamundi,valle
76377,la_cumbre,valle
76400,la_union,valle
76403,la_victoria,valle
76497,obando,valle
76520,palmira,valle
76563,pradera,valle
76606,restrepo,valle
76616,riofrio,valle
76622,roldanillo,valle
76670,san_pedro,valle
76736,sevilla,valle
76823,toro,valle
76828,trujillo,valle
76834,tulua,valle
76845,ulloa,valle
76863,versalles,valle
76869,vijes,valle
76890,yotoco,valle
76892,yumbo,valle
76895,zarzal,valle
97001,mitu,vaupes
97161,caruru,vaupes
97511,pacoa,vaupes
97666,taraira,vaupes
97777,papunaua,vaupes
97889,yavarate,vaupes
99001,puerto_carreno,vichada
99524,la_primavera,vichada
99624,santa_rosalia,vichada
99773,cumaribo,vichada
